page_url,image_url,movie_title,description,year,rating_kp,ratintg_imdb,genres,actors,country
https://ithinker.ru/film/bozhestvennye-2016/,https://ithinker.ru/static/images/film/7/55420.jpg,Божественные,"15-летняя хулиганка Дуня из парижского гетто жаждет власти и успеха. Заручившись поддержкой своей лучшей подруги Маймуны, она решает влиться в сеть наркоторговцев. Но когда Дуня встречает молодого танцовщика Дигия, для нее приоткрывается дверь в совершенно иную жизнь.",2016,6.8,7.4,"драма, криминал","Oulaya Amamra, Déborah Lukumuena, Kevin Mishel, Jisca Kalvanda, Yasin Houicha, Majdouline Idrissi Myriam, la mère, Басс Дем","Франция, Катар"
/film/1-1-2011/,/static/images/film/1/4.jpg,1+1,"Филипп, аристократ-миллионер, который стал парализованным из-за несчастного случая нанимает Дрисса, иммигранта из трущоб, недавно вышедшего из тюрьмы, в качестве сиделки по дому. 
Два противоположных мира, которые мало-помалу ладят друг с другом, пока не завязывается дружба, столь же безумная, веселая и прочная, как и неожиданная.",2011,8.8,8.5,драма | комедия | биография,Франсуа Клюзе | Омар Си | Анн Ле Ни | Одри Флеро | Жозефин де Мо La DRH société de courses | Клотильд Молле | Альба Гайя Крагеде Беллуджи,Франция
/film/12-razgnevannykh-muzhchin-1957/,/static/images/film/1/47.jpg,12 разгневанных мужчин,"Юношу обвиняют в убийстве собственного отца, ему грозит электрический стул. Двенадцать присяжных собираются чтобы вынести вердикт: виновен или нет.С начала заседания почти все склонились к тому, что виновен, и лишь только один из двенадцати позволил себе усомниться. Счет голосов присяжных по принципу «виновен — невиновен» был 11:1. К концу собрания мнения судей кардинально изменились…",1957,8.5,9.0,драма | детектив | криминал,Генри Фонда | Мартин Болсам | Ли Дж. Кобб | Джек Уорден | Джозеф Суини | Эд Бегли | Джордж Восковек,США
/film/a-zori-zdes-tikhie-1972/,/static/images/film/1/52.jpg,...А зори здесь тихие,"В прифронтовой полосе группа девушек-зенитчиц вынуждена вступить в неравный бой с вражескими десантниками. Эти девчонки мечтали о большой любви, нежности, семейном тепле — но на их долю выпала жестокая война, и они до конца выполнили свой воинский долг…",1972,8.5,8.2,драма | военный | история,Елена Драпеко Лиза Бричкина | Екатерина Маркова Галя Четвертак | Ольга Остроумова Женя Комелькова | Ирина Шевчук Рита Осянина | Ирина Долганова Соня Гурвич | Андрей Мартынов Федот Евграфович Васков | Людмила Зайцева сержант Кирьянова,СССР
/film/bojjcovskijj-klub-1999/,/static/images/film/1/9.jpg,Бойцовский клуб,"Скучная и однообразная жизнь страдающего изматывающей бессонницей офисного работника круто меняет свое направление после одной командировки. В самолете он знакомится с ярким и пышущим энергией Тайлером Дерденом, который делится с ним своими жизненными принципами. Зачем пытаться что-то создавать, когда можно разрушать и получать от этого удовлетворение. А выпускать скопившийся пар, можно просто устраивая жестокие драки. Создавая с Тайлером первый бойцовский клуб, герой не мог предполагать, насколько масштабным окажется этот проект. У него будет шок, когда он поймет, что собирается сделать его друг Дерден. Но еще страшнее будет узнать, кем является этот жестокий парень на самом деле.",1999,8.6,8.8,триллер | драма | криминал,Эдвард Нортон | Брэд Питт | Хелена Бонем Картер | Мит Лоаф | Зэк Гренье | Холт МакКэллани | Джаред Лето,США | Германия
/film/bolshojj-kush-2000/,/static/images/film/1/28.jpg,Большой куш,"Четырехпалый Френки должен был переправить краденый алмаз из Англии в США своему боссу Эви. Но вместо этого герой попадает в эпицентр больших неприятностей. Сделав ставку на подпольном боксерском поединке, Френки попадает в круговорот весьма нежелательных событий.Вокруг героя и его груза разворачивается сложная интрига с участием множества колоритных персонажей лондонского дна — русского гангстера, троих незадачливых грабителей, хитрого боксера и угрюмого громилы грозного мафиози. Каждый норовит в одиночку сорвать Большой Куш.",2000,8.5,8.3,криминал | комедия | боевик,Джейсон Стэйтем | Брэд Питт | Бенисио Дель Торо | Стивен Грэм | Алан Форд | Деннис Фарина | Раде Шербеджия,Великобритания | США
/film/brat-1997/,/static/images/film/1/124.jpg,Брат,"Демобилизованный из армии, Данила Багров вернулся в родной городок. Но скучная жизнь российской провинции не устраивала его, и он решился податься в Петербург, где, по слухам, уже несколько лет процветает его старший брат. Данила нашел брата. Но все оказалось не так просто — брат был наемным убийцей…",1997,8.3,7.8,боевик | криминал | драма,Сергей Бодров мл. Данила Багров | Виктор Сухоруков Виктор Сергеевич Багров | Светлана Письмиченко Света | Мария Жукова Кэт | Юрий Кузнецов немец | Сергей Мурзин Круглый | Ирина Ракшина Зинка,Россия | США
/film/brat-2-2000/,/static/images/film/1/244.jpg,Брат 2,"Участвуя в программе на телевидении, Данила Багров встречает своих друзей по Чечне. Одного из них внезапно убивают. Данила знает, что у того были неприятности из-за брата-хоккеиста в Америке. Данила должен разобраться. Он вылетает в Америку и для компании берёт с собой брата. Теперь его фотография ходит по рукам русской и американской мафии. Новоявленные «Аль Капоне» понимают, что нарвались на профессионала…",2000,8.1,7.7,драма | криминал | боевик,Сергей Бодров мл. Данила | Виктор Сухоруков Виктор | Сергей Маковецкий Белкин | Ирина Салтыкова играет саму себя | Кирилл Пирогов Илья Сетевой | Александр Дьяченко хоккеист Дмитрий Громов / Константин Громов | Дарья Юргенс Даша,Россия | США
/film/brilliantovaja-ruka-1968/,/static/images/film/1/27.jpg,Бриллиантовая рука,"Кинороман из жизни контрабандистов с прологом и эпилогом. В южном городке орудует шайка «валютчиков», возглавляемая Шефом и его помощником Графом. Скромный советский служащий и примерный семьянин Семен Семеныч Горбунков отправляется в зарубежный круиз на теплоходе, на котором также плывет Граф, который должен забрать бриллианты в одном из восточных городов и провезти их в загипсованной руке. Но в силу недоразумения вместо жулика на условленном месте падает ничего не подозревающий Семен Семенович и драгоценный гипс накладывают ему. Вот тут-то все и начинается…",1968,8.5,8.3,комедия | приключения | криминал | семейный,Юрий Никулин Семен Горбунков | Андрей Миронов Геннадий Козодоев | Анатолий Папанов Лёлик | Нина Гребешкова Надежда Горбункова | Станислав Чекан капитан Михаил Иванович | Владимир Гуляев лейтенант Володя | Нонна Мордюкова управдом,СССР
/film/den-surka-1993/,/static/images/film/1/153.jpg,День сурка,"Фил Коннорс работает на телевидении и ежегодно заезжает в один городок Пенсильвании на праздник Дня сурка. Однако в очередной раз весёлое празднование может обернуться неожиданными последствиями. Просто время внезапно остановилось.

Отныне у Фила в календаре стоит неизменный день - второе февраля, из него ему не удаётся выбраться. Телеведущий старается не впадать в уныние и извлекать какую-то выгоду из такой ситуации: впереди его ждёт неограниченное время и легко прогнозируемое будущее без проблем.

С этого момента Фила не ждёт что-то плохое...и что-то хорошее тоже. Но его заветной мечтой становится наступление третьего февраля...",1993,8.1,8.1,фэнтези | драма | мелодрама | комедия,Билл Мюррей | Энди МакДауэлл | Крис Эллиот | Стивен Тоболовски | Брайан Дойл-Мюррей | Марита Герати | Анджела Пэтон,США
/film/devchata-1961/,/static/images/film/1/118.jpg,Девчата,"В сибирский поселок приехала юная повариха Тося Кислицына — наивная и эксцентричная девчонка. Она сует свой нос во все дела, каждому стремится помочь. Местный красавец Илья на спор заводит с Тосей роман, сопровождающийся массой комичных ситуаций…",1961,8.4,7.9,мелодрама | комедия,Надежда Румянцева Тося | Николай Рыбников Илья | Люсьена Овчинникова Катя | Станислав Хитров Филя | Инна Макарова Надя | Светлана Дружинина Анфиса | Нина Меньшикова Вера,СССР
/film/dostuchatsja-do-nebes-1997/,/static/images/film/1/12.jpg,Достучаться до небес,"Двух совершенно не похожих друг на друга парней объединила общая беда. Им обоим был объявлен смертельный диагноз. Жить им осталось совсем немного времени, и провести его в стенах клиники было бы очень глупо. Решив напоследок оторваться как следует, они угоняют с больничной парковки крутую тачку, в багажнике которой обнаруживается весьма приличная сумма денег. А дальше события лишь набирают обороты. Скрываясь от преследующих их бандитов, они сами нарушают закон. Теперь им приходится укрываться еще и от полицейских, попутно успевая исполнить некоторые свои мечты и наконец-то добраться до морского побережья.",1997,8.6,7.9,драма | комедия | криминал,Тиль Швайгер | Ян Йозеф Лиферс | Тьерри Ван Вервеке | Мориц Бляйбтрой | Хуб Стапель Frankie «Boy» Beluga | Леонард Лансинк | Ральф Херфорт,Германия
/film/dushaimax-2020/,/static/images/film/2/78124.jpg,Душа,"Уже немолодой школьный учитель музыки Джо Гарднер всю жизнь мечтал выступать на сцене в составе джазового ансамбля. Однажды он успешно проходит прослушивание у известной клубной певицы и, возвращаясь домой вне себя от счастья, падает в люк и умирает. Теперь у Джо одна дорога — в Великое После, но он сбегает с идущего в вечность эскалатора и случайно попадает в Великое До. Тут новенькие души обретают себя, и у будущих людей зарождаются увлечения, мечты и интересы. Джо становится наставником упрямой души 22, которая уже много веков не может найти свою искру и отправиться на Землю.",2020,8.4,8.1,мультфильм | приключения | семейный | музыка,"Джейми Фокс Joe, озвучка | Тина Фей 22, озвучка | Грэм Нортон Moonwind, озвучка | Рэйчел Хаус Terry, озвучка | Анджела Бассетт Dorothea, озвучка | Алиси Брага Counselor Jerry, озвучка | Ричард Айоади Counselor Jerry, озвучка",США
/film/dzhango-osvobozhdennyjj-2012/,/static/images/film/1/50.jpg,Джанго освобожденный,"Действие фильма происходит в середине 19 столетия. Охотник за головами, который известен по прозвищу Дантист, отстреливает опаснейших преступников. Работа у него не из лёгких, поэтому ему необходим надёжный ассистент. Однако где же отыскать такого помощника, который был бы умелым и при этом не слишком дорогостоящим? Отличной кандидатурой стал сбежавший раб, которого зовут Джанго. Вот только новый помощник Дантиста имеет и некоторые личные мотивы - ему жизненно важно разобраться со своими врагами.",2012,8.2,8.5,вестерн | боевик | драма | комедия,Джейми Фокс | Кристоф Вальц | Леонардо ДиКаприо | Керри Вашингтон | Сэмюэл Л. Джексон | Уолтон Гоггинс | Деннис Кристофер,США
/film/dzhentlmeny-2019/,/static/images/film/7/61595.jpg,Джентльмены,"Талантливый выпускник Оксфорда, применив свой уникальный ум и невиданную дерзость, придумал нелегальную схему обогащения с использованием поместья обедневшей английской аристократии. Однако когда он решает продать свой бизнес влиятельному клану миллиардеров из США, на его пути встают не менее обаятельные, но жесткие джентльмены. Намечается обмен любезностями, который точно не обойдется без перестрелок и парочки несчастных случаев.",2019,8.5,7.8,криминал | комедия | боевик,Мэттью МакКонахи | Чарли Ханнэм | Генри Голдинг | Хью Грант | Мишель Докери | Джереми Стронг | Эдди Марсан,Великобритания | США
/film/dzhentlmeny-udachi-1971/,/static/images/film/1/43.jpg,Джентльмены удачи,"Заведующему детсадом Трошкину фатально не повезло: он оказался как две капли воды похож на бандита по кличке «Доцент», похитившего уникальный шлем Александра Македонского.Милиция внедряет добряка Трошкина в воровскую среду — и ему ничего не остается, кроме как старательно изображать своего двойника-злодея, путая всех окружающих. Со временем он настолько блестяще входит в роль, что сам начинает порой приходить в ужас. Между тем, жизни его угрожает смертельная опасность…",1971,8.5,8.4,драма | комедия | криминал | детектив,"Евгений Леонов Евгений Трошкин / Доцент | Георгий Вицин Хмырь / Гаврила Петрович Шереметьев | Раднэр Муратов Василий Алибабаевич / Али-Баба | Савелий Крамаров Федя Ермаков / Косой | Наталья Фатеева Людмила, дочь профессора Мальцева | Эраст Гарин профессор-археолог Николай Георгиевич Мальцев | Николай Олялин полковник Верченко",СССР
/film/flibeg-2016/,/static/images/film/7/55496.jpg,Флибэг,"История остроумной, сексуально-озабоченной, полной ненависти и упивающейся своими горестями женщины, которая бросается на баррикады повседневности современного Лондона.",2016,8.2,8.7,драма | комедия,Фиби Уоллер-Бридж | Сиан Клиффорд | Дженни Рейнсфорд | Билл Патерсон | Бен Элдридж | Оливия Колман | Бретт Гельман,Великобритания
/film/forrest-gamp-1994/,/static/images/film/1/3.jpg,Форрест Гамп,"Невысокий IQ должен был существенно усложнить жизнь маленького Форреста. Его не брали в обычную школу, доставали хулиганы, свысока смотрели окружающие. Однако герой многого не замечал из-за своих особенностей, зато был упорным и шёл к цели. Гамп успел поучаствовать во многих знаковых событиях, добиться успеха в спорте, бизнесе и армии, а также пронёс через всю жизнь любовь к подруге детства.",1994,8.9,8.8,драма | комедия | мелодрама | история | военный,Том Хэнкс | Робин Райт | Гэри Синиз | Майкелти Уильямсон | Салли Филд | Ребекка Уильямс | Майкл Коннер Хэмпфри,США
/film/garri-potter-i-dary-smerti-chast-ii-2011/,/static/images/film/1/210.jpg,Гарри Поттер и Дары Смерти: Часть II,"В грандиозной последней главе битва между добрыми и злыми силами мира волшебников перерастает во всеобщую войну. Ставки ещё никогда не были так высоки, а поиск убежища — столь сложен. И быть может именно Гарри Поттеру придется пожертвовать всем в финальном сражении с Волан-де-Мортом. Способен ли наш герой спасти мир? И всё закончится здесь.",2011,8.1,8.1,фэнтези | приключения | семейный | детектив,Дэниэл Рэдклифф | Руперт Гринт | Эмма Уотсон | Хелена Бонем Картер | Робби Колтрейн | Уорвик Дэвис | Рэйф Файнс,Великобритания | США
/film/garri-potter-i-filosofskijj-kamen-2001/,/static/images/film/1/207.jpg,Гарри Поттер и философский камень,"Гарри Поттер - обычный английский мальчик, родители которого погибли при загадочных обстоятельствах. Он рос в семье родственников изгоем и постоянно терпел унижения со стороны опекунов. В свой одиннадцатый день рождения Гарри получает послание из Хогвартской школы магов, в котором ему предлагают стать ее учеником. Гарри с радостью принимает приглашение и отправляется Хогвартс - магический мир, полный тайн и загадок, которые ему предстоит разгадать вместе с новыми друзьями. Приехав в школу, Гарри сразу окунается в гущу событий. Ему потребуется проявить смекалку и смелость, чтобы выполнить свое первое важное задание - защитить философский камень и не дать лорду Волан-де-Морту завладеть им. Также Поттеру станет известна правда о его родителях, которые, как оказалось, тоже были волшебниками.",2001,8.2,7.6,фэнтези | приключения | семейный,Дэниэл Рэдклифф | Руперт Гринт | Эмма Уотсон | Ричард Харрис | Алан Рикман | Мэгги Смит | Робби Колтрейн,Великобритания | США
/film/garri-potter-i-tajjnaja-komnata-2002/,/static/images/film/1/1434.jpg,Гарри Поттер и Тайная комната,"Гарри Поттер переходит на второй курс Школы чародейства и волшебства Хогвартс. Эльф Добби предупреждает Гарри об опасности, которая поджидает его там, и просит больше не возвращаться в школу.Юный волшебник не следует совету эльфа и становится свидетелем таинственных событий, разворачивающихся в Хогвартсе. Вскоре Гарри и его друзья узнают о существовании Тайной Комнаты и сталкиваются с новыми приключениями, пытаясь победить темные силы.",2002,8.1,7.4,фэнтези | приключения | семейный,Дэниэл Рэдклифф | Руперт Гринт | Эмма Уотсон | Том Фелтон | Кеннет Брана | Бонни Райт | Алан Рикман,Великобритания | США
/film/garri-potter-i-uznik-azkabana-2004/,/static/images/film/1/212.jpg,Гарри Поттер и узник Азкабана,"В третьей части экранизации бестселлера о юном волшебнике, полюбившиеся всем герои — Гарри Поттер, Рон и Гермиона — возвращаются уже на третий курс школы чародейства и волшебства «Хогвартс». На этот раз они должны раскрыть тайну узника, сбежавшего из зловещей тюрьмы Азкабан, чье пребывание на воле создает для Гарри смертельную опасность…",2004,8.2,7.9,фэнтези | приключения | семейный,Дэниэл Рэдклифф Harry Potter | Руперт Гринт | Эмма Уотсон | Робби Колтрейн Rubeus Hagrid | Том Фелтон Draco Malfoy | Гари Олдман Sirius Black | Дэвид Тьюлис Professor Lupin,Великобритания | США
/film/gladiator-2000/,/static/images/film/1/19.jpg,Гладиатор,"Максимус был по-настоящему легендарным генералом Римской империи. Этот знаменитый военачальник не боялся смерти, поэтому он смело вел вперед свои легионы, сокрушая дерзких врагов. Воины боялись и уважали своего командира, который славился благородством и отвагой. Но вероломные интриги буквально заставили Максимуса бежать, оставив свой дом. Теперь на родине герой несправедливо приговорен к смертной казне. В такой ситуации ему суждено было стать гладиатором, чтобы через жестокие поединки в Колизее отомстить врагам, забравшим у Максимуса все.",2000,8.6,8.5,история | боевик | драма | приключения,Рассел Кроу | Хоакин Феникс | Конни Нильсен | Оливер Рид | Ричард Харрис | Дерек Джекоби | Джимон Хонсу,США | Великобритания | Мальта | Марокко
/film/goblin-2016/,/static/images/film/7/55532.jpg,Гоблин,"Бессмертный демон-токкэби много лет живет среди смертных и порядком устал от жизни. Но если ты волшебное существо, есть лишь один способ поставить точку и покинуть бренный мир — жениться на смертной. Увы, избранницей демона становится не простая девушка, а потерявший память ангел смерти, чья функция — провожать души умерших в загробное царство.",2016,8.6,8.6,фэнтези | мелодрама | драма | комедия,Гон Ю | Гоу-юн Ким | Ю Ин На | Ли Дон Ук | Ли Эль | Юк Сон Чжэ | Seok-jeong Hwang,Корея Южная
/film/igry-razuma-2001/,/static/images/film/1/15.jpg,Игры разума,"Джон Нэш — гениальный студент Гарварда, которому суждено перевернуть представления о математике. Но у блестящего молодого человека не все так радужно в отношениях: однокурсники справедливо считают его заносчивым и потихоньку посмеиваются над ним за его спиной, любимая женщина не выдерживает постоянного соперничества с наукой. Чувствам Нэш предпочитает логику, но жизнь преподносит ему жестокие уроки. За свою беспечность и амбициозность ему приходится платить душевным здоровьем. Сможет ли талантливый математик стать обычным человеком, который умеет любить, и исцелиться от недугов разума?",2001,8.5,8.2,драма | биография | мелодрама,Рассел Кроу | Эд Харрис | Дженнифер Коннелли | Кристофер Пламмер | Пол Беттани | Адам Голдберг | Джош Лукас,США
/film/interstellar-2014/,/static/images/film/1/474.jpg,Интерстеллар,"Когда засуха, пыльные бури и вымирание растений приводят человечество к продовольственному кризису, коллектив исследователей и учёных отправляется сквозь червоточину (которая предположительно соединяет области пространства-времени через большое расстояние) в путешествие, чтобы превзойти прежние ограничения для космических путешествий человека и найти планету с подходящими для человечества условиями.",2014,8.6,8.6,фантастика | драма | приключения,Мэттью МакКонахи | Энн Хэтэуэй | Джессика Честейн | Маккензи Фой | Майкл Кейн | Дэвид Гяси | Уэс Бентли,США | Великобритания | Канада
/film/ivan-vasilevich-menjaet-professiju-1973/,/static/images/film/1/11.jpg,Иван Васильевич меняет профессию,"Инженер-изобретатель Тимофеев сконструировал машину времени, которая соединила его квартиру с далеким шестнадцатым веком — точнее, с палатами государя Ивана Грозного. Туда-то и попадают тезка царя пенсионер-общественник Иван Васильевич Бунша и квартирный вор Жорж Милославский.На их место в двадцатом веке «переселяется» великий государь. Поломка машины приводит ко множеству неожиданных и забавных событий…",1973,8.8,8.3,комедия | мелодрама | криминал | фантастика | приключения,"Александр Демьяненко Александр Тимофеев, инженер-изобретатель | Юрий Яковлев царь Иван Васильевич Грозный / управдом Иван Васильевич Бунша | Наталья Крачковская Ульяна Андреевна Бунша | Савелий Крамаров дьяк Феофан | Владимир Этуш Антон Семенович Шпак",СССР
/film/karty-dengi-dva-stvola-1998/,/static/images/film/1/20.jpg,"Карты, деньги, два ствола","Четверка лучших друзей решили быстро разбогатеть и выбрали для этого не самый безопасный способ. Лучший игрок в покер из них покажет свои навыки в игре с опаснейшим криминальным авторитетом города Гарри-Топором. Но игра сложилась не лучшим образом - мало того, что парни потеряли 100 тысяч фунтов, так еще и остались должны полмиллиона, которые в течении недели надо вернуть. Альтернатива - отрубленные пальцы, а в итоге смерть.

Чтобы раздобыть такую сумму, молодые люди решаются на ограбление опасных бандитов, которые сами рассчитывают на огромный куш от ограбления фермы марихуаны. И никто не подозревает, что травка принадлежит серьезному преступнику и наркобарону. Безумные события и сюжетные повороты ждут компанию друзей на протяжении всего фильма.",1998,8.6,8.2,боевик | комедия | криминал,Джейсон Стэйтем | Ник Моран | Джейсон Флеминг | Декстер Флетчер | Винни Джонс | Ленни МакЛин | П.Х. Мориарти,Великобритания
/film/kavkazskaja-plennica-ili-novye-prikljuchenija-shurika-1966/,/static/images/film/1/57.jpg,"Кавказская пленница, или Новые приключения Шурика","Отправившись в одну из горных республик собирать фольклор, герой фильма Шурик влюбляется в симпатичную девушку — «спортсменку, отличницу, и просто красавицу». Но ее неожиданно похищают, чтобы насильно выдать замуж.Наивный Шурик не сразу смог сообразить, что творится у него под носом, — однако затем отважно ринулся освобождать «кавказскую пленницу»…",1966,8.5,8.3,комедия | мелодрама | криминал | приключения | мюзикл,Александр Демьяненко Шурик | Наталья Варлей Нина | Юрий Никулин Балбес | Георгий Вицин Трус | Евгений Моргунов Бывалый | Владимир Этуш товарищ Саахов | Фрунзик Мкртчян Джабраил,СССР
/film/khatiko-samyjj-vernyjj-drug-2008/,/static/images/film/1/39.jpg,Хатико: Самый верный друг,"Эта трогательная история - адаптация реальных событий, которые происходили в Японии. Возвращаясь домой, профессор, нашел маленького пса и назвал его Хатико. Они подружились, и особенный друг, каждый день сопровождал своего хозяина на вокзал. После этого, возвращался назад, чтобы поприветствовать после работы. Во время своих ежедневных визитов, Хатико затрагивает жизнь многих, кто работает рядом с городской площадью и проезжал по ней. Смерть хозяина, не заставила собаку изменить своим принципам. Он учит местных жителей любви, состраданию и непоколебимой верности.",2008,8.3,8.1,драма | семейный | биография,Ричард Гир | Джоан Аллен | Кэри-Хироюки Тагава | Сара Ремер | Джейсон Александр | Эрик Авари | Давиния МакФэдден,США | Великобритания
/film/khobbit-nezhdannoe-puteshestvie-2012/,/static/images/film/1/97.jpg,Хоббит: Нежданное путешествие,"Фильм повествует о путешествии Бильбо Бэггинса, который пускается в грандиозный поход, целью которого является отвоевание утраченного королевства гномов Эребор у зловещего дракона Смауга. Совершенно неожиданно с хоббитом налаживает контакт волшебник Гэндальф Серый. Так Бильбо находит себя, присоединяясь к компании тринадцати гномов, возглавляемых легендарным воином, Торином Дубощитом. Их путешествие проляжет через Дикий Край, через предательские земли, населенные гоблинами и орками, смертоносными варгами и гигантскими пауками, народом, меняющим шкуры, и волшебниками.И хотя их цель находится на Востоке, среди пустошей Одинокой Горы, сначала им придется выбраться из туннелей гоблинов, где Бильбо встретит существо, которое изменит его жизнь навсегда… Голлума.Здесь, один на один с Голлумом, на берегу подземного озера, непритязательный Бильбо Бэггинс обнаружит не только скрытые в глубине души хитрость и отвагу, которые удивят даже его, но и завладеет «прелестным» колечком Голлума, которое обладает нежданными и полезными свойствами… Простое золотое кольцо, c которым связана судьба всего Средиземья, нитями, о которых Бильбо не мог даже вообразить.",2012,8.1,7.8,фэнтези | приключения | драма | боевик,Мартин Фриман | Иэн МакКеллен | Ричард Армитедж | Джеймс Несбитт | Кен Стотт | Грэм МакТавиш | Дин О’Горман,Новая Зеландия | США
/film/khodjachijj-zamok-2004/,/static/images/film/1/89.jpg,Ходячий замок,"Злая ведьма заточила 18-летнюю Софи в тело старухи. В поисках того, кто поможет ей вернуться к своему облику, Софи знакомится с могущественным волшебником Хаулом и его демоном Кальцифером. Кальцифер должен служить Хаулу по договору, условия которого он не может разглашать. Девушка и демон решают помочь друг другу избавиться от злых чар…",2004,8.3,8.2,аниме | мультфильм | фэнтези | мелодрама | приключения,"Тиэко Байсё Sofî, озвучка | Такуя Кимура Hauru, озвучка | Акихиро Мива Arechi no Majo, озвучка | Тацуя Гасюин Karushifâ, озвучка | Рюноскэ Камики Marukuru, озвучка | Мицунори Исаки Koshô, озвучка | Ё Ойдзуми Kakashi no Kabu, озвучка",Япония
/film/khrabroe-serdce-1995/,/static/images/film/1/61.jpg,Храброе сердце,"Действие фильма начинается в 1280 году в Шотландии. Это история легендарного национального героя Уильяма Уолласа, посвятившего себя борьбе с англичанами при короле Эдварде Длинноногом.Он рано лишился отца, погибшего от рук англичан, и его забрал к себе дядя Оргайл, который дал ему хорошее образование в Европе. На родину Уильям возвращается уже взрослым человеком, мечтающем завести семью и жить мирной жизнью.Но судьба распорядилась иначе. Его невесту убили англичане, и он начал свой крестовый поход за свободу.",1995,8.3,8.4,история | биография | драма | военный,Софи Марсо | Патрик МакГуэн | Энгус МакФадьен | Брендан Глисон | Катрин МакКормак | Брайан Кокс | Джерард МакСорли,США
/film/klaus-2019/,/static/images/film/7/60595.jpg,Клаус,"Владелец почтовой империи, чтобы научить ленивого отпрыска по имени Джеспер уму-разуму, отправляет его на крайний север в город Смиренсбург. Тот должен организовать там почтовое отделение и за год обработать не менее 6000 писем. Прибыв на место, парень оказывается в зоне боевых действий: два семейных клана, так уж исторически сложилось, питают взаимную ненависть и свято чтут многовековую традицию при любой возможности мутузить друг друга и делать пакости. Разумеется, в такой обстановке не до писем, и почтовое отделение давно превратилось в курятник. Уже практически отчаявшись, Джеспер посещает лесного отшельника по имени Клаус, и их знакомство положит начало удивительным событиям.",2019,8.6,8.1,мультфильм | семейный | комедия | приключения,"Джейсон Шварцман Jesper, озвучка | Дж.К. Симмонс Klaus, озвучка | Джоан Кьюсак Mrs. Krum, озвучка | Рашида Джонс Alva, озвучка | Уилл Сассо Mr. Ellingboe, озвучка | Неда Маргрете Лабба Márgu, озвучка | Норм МакДональд Mogens, озвучка",Испания | Великобритания | США
